transcript,XIST_r,XIST_perct,NEAT1_r,NEAT1_perct,Bruseq_stability,total_expression,Xsimi_p0.05,Xsimi_p0.01,Xsimi_p0.001,Nsimi_p0.05,Nsimi_p0.01,Nsimi_p0.001,semi_extract
PAPOLA_chr14_96501433_96567116_+_ENSG00000090060.19_ENSG00000090060.19.unspliced,0.131630256,51.76375405,0.459692388,81.29614438,0.589122677,0.17578,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PAQR4_chr16_2969270_2973484_+_ENSG00000162073.14_ENSG00000162073.14.unspliced,0.201940305,73.57605178,0.064235153,12.81378179,0.285895029,0.9461595,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PARD6B_chr20_50731580_50756795_+_ENSG00000124171.9_ENSG00000124171.9.unspliced,0.241153216,83.07443366,0.459908321,81.31255127,0.336529218,0.2158245,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PARK7_chr1_7954291_7985505_+_ENSG00000116288.13_ENSG00000116288.13.unspliced,0.05524997,25.88996764,0.006711431,6.989335521,0.182778638,0.2559505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PARLP2_chr6_143342246_143343383_+_ENSG00000217648.1_ENST00000402907.1.monoexonic.unspliced,NA,NA,NA,NA,3.627704783,0.2324775,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PARP1_chr1_226360210_226408154_-_ENSG00000143799.14_ENSG00000143799.14.unspliced,0.09884547,40.56634304,0.067509498,13.1583265,0.245566249,0.250459,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PARP6_chr15_72241181_72272999_-_ENSG00000137817.17_ENSG00000137817.17.unspliced,0.418676298,98.96440129,0.429152558,76.9319114,0.454290418,0.2471805,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PARPBP_chr12_102120183_102197520_+_ENSG00000185480.12_ENSG00000185480.12.unspliced,0.238716744,82.50809061,0.216628738,39.44216571,0.448438969,0.2306775,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PAWRP1_chr10_95183653_95184217_+_ENSG00000225533.1_ENST00000451083.1.monoexonic.unspliced,NA,NA,NA,NA,0,0.168458,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PAXBP1_chr21_32733899_32771792_-_ENSG00000159086.15_ENSG00000159086.15.unspliced,0.16510191,63.10679612,0.216738849,39.47497949,0.893576753,0.575722,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PAXIP1_chr7_154943687_155003124_-_ENSG00000157212.20_ENSG00000157212.20.unspliced,0.056931579,26.42394822,0.420948389,75.79983593,0.398922761,0.232321,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PAXX_chr9_136992422_136993984_+_ENSG00000148362.11_ENSG00000148362.11.unspliced,0.09249649,38.44660194,0.19044749,33.8802297,0.122751797,3.20993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PBK_chr8_27809624_27838082_-_ENSG00000168078.10_ENSG00000168078.10.unspliced,0.148029229,57.57281553,0.155115536,27.15340443,0.407644978,0.333706,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PBX2_chr6_32184733_32190202_-_ENSG00000204304.12_ENSG00000204304.12.unspliced,0.354258539,96.47249191,0.399159682,72.45283019,0.929875026,0.1291435,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCBD1_chr10_70882280_70888565_-_ENSG00000166228.9_ENSG00000166228.9.unspliced,0.126029803,49.74110032,0.132491177,22.83839212,0.128785237,0.2126505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCBP2_chr12_53452102_53481162_+_ENSG00000197111.16_ENSG00000197111.16.unspliced,0.219747184,78.22006472,0.228120139,41.83757178,0.517712189,0.4597165,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PCBP2P1_chr21_39171130_39172106_-_ENSG00000235701.1_ENST00000437262.1.monoexonic.unspliced,0.045784086,23.28478964,-0.18824765,0.147662018,0.144386329,0.1559055,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCCB_chr3_136250340_136337896_+_ENSG00000114054.14_ENSG00000114054.14.unspliced,0.038386609,21.21359223,0.275217972,51.41919606,0.390610344,0.1336845,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PCED1A_chr20_2835314_2841190_-_ENSG00000132635.17_ENSG00000132635.17.unspliced,0.144068583,56.14886731,0.435864711,77.98195242,0.216417668,0.392506,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCF11_chr11_83156988_83187451_+_ENSG00000165494.12_ENSG00000165494.12.unspliced,0.30667049,92.73462783,0.545899558,91.78014766,0.344458459,0.293526,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCGF1_chr2_74505043_74507695_-_ENSG00000115289.14_ENSG00000115289.14.unspliced,-0.016868191,8.090614887,0.352369126,64.61033634,0.255164533,0.1931565,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCGF2_chr17_38733898_38749817_-_ENSG00000277258.5_ENSG00000277258.5.unspliced,0.299648921,91.90938511,0.249345678,46.02132896,0.466545234,0.1955875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCGF3-AS1_chr4_760202_781874_-_ENSG00000249592.8_ENSG00000249592.8.unspliced,0.260537378,86.22977346,0.69267903,99.40935193,0.238970642,1.0558345,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PCGF6_chr10_103302796_103351144_-_ENSG00000156374.16_ENSG00000156374.16.unspliced,0.160898051,61.81229773,-0.151591649,0.459392945,0.372228854,0.140956,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PCID2_chr13_113177536_113208715_-_ENSG00000126226.22_ENSG00000126226.22.unspliced,0.039090661,21.47249191,0.273667508,51.07465135,0.735636639,0.4062065,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PCIF1_chr20_45934683_45948023_+_ENSG00000100982.12_ENSG00000100982.12.unspliced,0.021581749,16.61812298,0.083434228,14.99589828,0.22482329,0.1739275,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PCK2_chr14_24094053_24110598_+_ENSG00000100889.12_ENSG00000100889.12.unspliced,0.055522604,26.01941748,0.333332974,61.50943396,0.072408251,0.1729035,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCLAF_chr15_64364304_64387687_-_ENSG00000166803.14_ENSG00000166803.14.unspliced,-0.058533513,2.993527508,0.152704267,26.75963905,0.290268808,0.370676,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCM1_chr8_17922842_18029948_+_ENSG00000078674.20_ENSG00000078674.20.unspliced,0.195777509,71.66666667,0.313668734,58.34290402,0.650797945,0.302792,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCMT1_chr6_149749444_149811420_+_ENSG00000120265.21_ENSG00000120265.21.unspliced,-0.043923738,4.368932039,0.484424881,84.44626743,0.554658738,0.245228,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PCMTD1_chr8_51817575_51899186_-_ENSG00000168300.14_ENSG00000168300.14.unspliced,0.203864631,74.20711974,0.589578642,95.3240361,0.366391157,0.1491535,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PCNA_chr20_5114953_5126626_-_ENSG00000132646.11_ENSG00000132646.11.unspliced,0.039054228,21.45631068,0.02622597,8.498769483,0.095405952,0.570997,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCNP_chr3_101574180_101594465_+_ENSG00000081154.12_ENSG00000081154.12.unspliced,0.035187,20.50161812,0.193680826,34.40525021,0.937876421,0.394165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCNX3_chr11_65615776_65637439_+_ENSG00000197136.5_ENSG00000197136.5.unspliced,0.229978533,80.69579288,0.403881595,73.1583265,0.865079741,0.4751095,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCOLCE_chr7_100602363_100608175_+_ENSG00000106333.13_ENSG00000106333.13.unspliced,-0.044884524,4.239482201,-0.020486879,4.922067268,0.648839589,0.162879,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PCSK7_chr11_117204337_117232525_-_ENSG00000160613.15_ENSG00000160613.15.unspliced,0.27334666,88.3171521,0.461026593,81.57506153,0.178488422,0.153754,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PCSK9_chr1_55039445_55064852_+_ENSG00000169174.13_ENSG00000169174.13.unspliced,0.239929438,82.78317152,0.425145457,76.42329779,0.96350701,0.656487,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
PCYOX1L_chr5_149358037_149369653_+_ENSG00000145882.11_ENSG00000145882.11.unspliced,0.020026024,16.08414239,0.331006535,61.13207547,0.162676866,0.227917,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PCYT2_chr17_81900958_81911432_-_ENSG00000185813.11_ENSG00000185813.11.unspliced,0.119356743,47.29773463,0.334856407,61.77194422,0.315826423,1.10317,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDAP1_chr7_99392048_99408597_-_ENSG00000106244.13_ENSG00000106244.13.unspliced,0.212611837,76.34304207,0.424397488,76.27563577,0.329813029,0.509907,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PDCD10_chr3_167683298_167734939_-_ENSG00000114209.15_ENSG00000114209.15.unspliced,-0.015742616,8.220064725,0.140200654,24.20016407,0.310326299,0.465248,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDCD11_chr10_103396626_103446294_+_ENSG00000148843.15_ENSG00000148843.15.unspliced,0.206065386,74.75728155,0.274037553,51.18949959,0.385792445,0.2478575,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PDCD2_chr6_170575295_170584692_-_ENSG00000071994.11_ENSG00000071994.11.unspliced,-0.026025773,6.634304207,0.146798818,25.49630845,0.125894985,0.892415,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDCD4_chr10_110871795_110900006_+_ENSG00000150593.18_ENSG00000150593.18.unspliced,0.174350364,65.69579288,0.39022507,70.97621001,0.2525076,0.2362835,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDCD5_chr19_32581190_32587453_+_ENSG00000105185.12_ENSG00000105185.12.unspliced,0.051758805,24.91909385,0.148006452,25.87366694,0.624152178,1.175465,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDCD6IP_chr3_33798571_33869707_+_ENSG00000170248.15_ENSG00000170248.15.unspliced,0.189347523,69.82200647,0.273985276,51.15668581,0.462577207,0.3870535,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDE3B_chr11_14643804_14872044_+_ENSG00000152270.9_ENSG00000152270.9.unspliced,0.3219625,94.41747573,0.486125879,84.6759639,0.793976568,0.1367875,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
PDE7A_chr8_65714334_65842322_-_ENSG00000205268.11_ENSG00000205268.11.unspliced,0.243805902,83.39805825,0.411787416,74.33962264,0.460405862,0.128035,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PDE8A_chr15_84980440_85139145_+_ENSG00000073417.15_ENSG00000073417.15.unspliced,0.217779434,77.76699029,0.57445448,94.2411813,0.477474764,0.1927185,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
PDHA1_chrX_19343893_19361718_+_ENSG00000131828.14_ENSG00000131828.14.unspliced,0.064400395,28.91585761,0.201931193,36.06234619,0.819278774,0.343197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDHB_chr3_58427630_58433857_-_ENSG00000168291.13_ENSG00000168291.13.unspliced,0.077980558,33.36569579,0.185780631,33.02707137,0.118580365,0.163181,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDHX_chr11_34915829_35020591_+_ENSG00000110435.13_ENSG00000110435.13.unspliced,0.009517764,13.23624595,-0.028518619,4.315012305,0.440403951,0.127691,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PDIA3_chr15_43746394_43773279_+_ENSG00000167004.14_ENSG00000167004.14.unspliced,0.07450801,32.15210356,0.216539911,39.42575882,0.35688635,0.2397665,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDIA4_chr7_149003062_149028662_-_ENSG00000155660.11_ENSG00000155660.11.unspliced,0.075889148,32.60517799,0.152698986,26.74323216,0.34748175,0.349557,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PDIA6_chr2_10783391_10837977_-_ENSG00000143870.13_ENSG00000143870.13.unspliced,0.066978578,29.78964401,0.33520299,61.85397867,0.611660178,0.1296225,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
PDIK1L_chr1_26111165_26125555_+_ENSG00000175087.10_ENSG00000175087.10.unspliced,0.008375137,12.99352751,0.112265822,19.26168991,0.105505859,0.3265985,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDLIM4_chr5_132257696_132273454_+_ENSG00000131435.13_ENSG00000131435.13.unspliced,0.014376752,14.38511327,0.182442179,32.35438884,0.147359469,0.226779,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDLIM5_chr4_94451857_94668227_+_ENSG00000163110.15_ENSG00000163110.15.unspliced,0.056089375,26.13268608,0.211537527,38.195242,0.221569194,0.180321,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDLIM7_chr5_177483394_177497606_-_ENSG00000196923.14_ENSG00000196923.14.unspliced,0.352034571,96.34304207,0.361358097,66.41509434,0.224211151,0.409657,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PDPR_chr16_70114332_70162537_+_ENSG00000090857.14_ENSG00000090857.14.unspliced,0.350161747,96.22977346,0.424339735,76.25922888,0.327245796,0.1354275,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PDPR2P_chr16_74305126_74368276_-_ENSG00000290890.2_ENSG00000290890.2.unspliced,0.489514817,99.93527508,0.320919569,59.60623462,0.322483508,0.2548975,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PDRG1_chr20_31944337_31952046_-_ENSG00000088356.6_ENSG00000088356.6.unspliced,-0.040263966,4.805825243,0.25644687,47.53076292,0.574224338,0.208487,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PDS5A_chr4_39822863_39977956_-_ENSG00000121892.15_ENSG00000121892.15.unspliced,0.290197465,90.56634304,0.445622394,79.32731747,0.681377855,0.200161,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDSS1_chr10_26697701_26746798_+_ENSG00000148459.16_ENSG00000148459.16.unspliced,0.377563348,97.62135922,0.364532891,66.95652174,0.349159433,0.2763385,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PDXK_chr21_43719094_43762307_+_ENSG00000160209.19_ENSG00000160209.19.unspliced,0.167209583,63.70550162,0.595353798,95.73420837,0.449824376,0.243796,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PDXP_chr22_37658723_37666932_+_ENSG00000241360.2_ENSG00000241360.2.unspliced,0.205408485,74.62783172,0.18275769,32.45283019,0.201098163,0.238092,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PDZD8_chr10_117277274_117375440_-_ENSG00000165650.12_ENSG00000165650.12.unspliced,0.146304277,57.02265372,0.216640789,39.4585726,0.188006919,0.2067425,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PEA15_chr1_160205380_160215376_+_ENSG00000162734.13_ENSG00000162734.13.unspliced,0.21337392,76.58576052,0.300001615,55.91468417,0.175995485,0.184427,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PEBP1_chr12_118136124_118145584_+_ENSG00000089220.5_ENSG00000089220.5.unspliced,0.047833037,23.86731392,0.14355722,24.84003281,0.156741998,0.266653,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PEDS1_chr20_50118254_50153734_-_ENSG00000240849.11_ENSG00000240849.11.unspliced,0.100169079,40.82524272,0.008782139,7.120590648,0.369514001,0.176086,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PEF1_chr1_31629866_31644896_-_ENSG00000162517.13_ENSG00000162517.13.unspliced,0.033690723,20.06472492,0.127143569,21.83757178,0.232064647,0.22952,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PES1_chr22_30576625_30607083_-_ENSG00000100029.18_ENSG00000100029.18.unspliced,0.03386884,20.12944984,0.191000352,33.96226415,0.273626783,0.165858,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
PES1P1_chr4_134327063_134328798_+_ENSG00000248191.1_ENST00000508165.1.monoexonic.unspliced,0.042139123,22.2815534,NA,NA,0.730273703,2.045105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PEX10_chr1_2403964_2413797_-_ENSG00000157911.11_ENSG00000157911.11.unspliced,0.02012861,16.11650485,0.226108616,41.49302707,0.086381224,0.4106,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PEX13_chr2_61017225_61051990_+_ENSG00000162928.9_ENSG00000162928.9.unspliced,0.195019412,71.47249191,0.085842816,15.34044299,0.230040874,0.167505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PEX14_chr1_10472288_10630758_+_ENSG00000142655.13_ENSG00000142655.13.unspliced,0.15439541,59.48220065,0.416441661,75.07793273,0.50197383,0.1663335,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PEX16_chr11_45909663_45918812_-_ENSG00000121680.16_ENSG00000121680.16.unspliced,0.05999077,27.57281553,0.258497543,47.90812141,0.206802494,0.5145685,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PEX2_chr8_76980258_77001044_-_ENSG00000164751.15_ENSG00000164751.15.unspliced,0.105518673,42.4433657,0.199897841,35.73420837,0.194725831,0.1689565,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PEX26_chr22_18077923_18105396_+_ENSG00000215193.14_ENSG00000215193.14.unspliced,0.267979689,87.36245955,0.479830653,83.93765381,0.375558986,0.2399205,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PEX3_chr6_143450805_143490616_+_ENSG00000034693.15_ENSG00000034693.15.unspliced,0.245429417,83.70550162,0.109085815,18.68744873,0.447047702,0.12797,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PEX6_chr6_42963865_42979181_-_ENSG00000124587.14_ENSG00000124587.14.unspliced,0.13358537,52.52427184,0.372250562,68.21985234,0.258581837,0.2725075,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
PFAS_chr17_8247618_8270491_+_ENSG00000178921.14_ENSG00000178921.14.unspliced,0.14260184,55.79288026,-0.013672259,5.414273995,0.267496758,0.14863,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
PFDN2_chr1_161100556_161118055_-_ENSG00000143256.5_ENSG00000143256.5.unspliced,0.240075297,82.81553398,-0.008530075,5.726004922,0.203246373,0.4436695,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PFDN5_chr12_53295291_53299452_+_ENSG00000123349.15_ENSG00000123349.15.unspliced,0.270438663,87.75080906,0.286533574,53.30598852,0.119002473,0.1564445,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PFDN6_chr6_33289302_33298401_+_ENSG00000204220.12_ENSG00000204220.12.unspliced,0.189302514,69.80582524,0.275928123,51.5340443,0.060450148,0.15856,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PFKL_chr21_44300051_44327376_+_ENSG00000141959.17_ENSG00000141959.17.unspliced,0.191614561,70.66343042,0.592782761,95.50451189,0.149592373,0.3975885,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PFKP_chr10_3066333_3137718_+_ENSG00000067057.19_ENSG00000067057.19.unspliced,0.382810488,97.79935275,0.60398755,96.27563577,0.394611676,0.2944225,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
PFN1_chr17_4945652_4949061_-_ENSG00000108518.8_ENSG00000108518.8.unspliced,0.023726003,17.1197411,0.159524476,28.02296965,0.2349049,2.92117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PGAM1_chr10_97426191_97433444_+_ENSG00000171314.9_ENSG00000171314.9.unspliced,0.042958817,22.5566343,0.039516046,10.07383101,0.203466652,0.336983,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PGAM5_chr12_132710819_132722734_+_ENSG00000247077.8_ENSG00000247077.8.unspliced,0.161124078,61.87702265,0.473501983,83.03527482,0.315018318,0.140971,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
PGAP6_chr16_370788_387113_-_ENSG00000129925.11_ENSG00000129925.11.unspliced,0.072023372,31.26213592,0.462005306,81.75553733,0.63522596,0.18032,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PGBD1_chr6_28281572_28302549_+_ENSG00000137338.6_ENSG00000137338.6.unspliced,0.064162114,28.81877023,0.081446674,14.70057424,0.366565975,0.1431245,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PGBD4_chr15_34102083_34108686_+_ENSG00000182405.6_ENST00000397766.4.monoexonic.unspliced,0.18783209,69.44983819,0.082592224,14.83182937,0.344224075,0.6585795,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PGD_chr1_10398592_10420511_+_ENSG00000142657.21_ENSG00000142657.21.unspliced,0.112523284,44.85436893,0.083713978,15.11074651,0.555683157,0.298541,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PGGHG_chr11_289126_296107_+_ENSG00000142102.16_ENSG00000142102.16.unspliced,0.219846828,78.25242718,0.518099287,88.2854799,0.251310201,0.6823205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PGLS_chr19_17511636_17521288_+_ENSG00000130313.7_ENSG00000130313.7.unspliced,0.202856604,73.83495146,0.123082779,21.18129614,0.126021614,0.1599705,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PGPEP1_chr19_18340598_18369950_+_ENSG00000130517.14_ENSG00000130517.14.unspliced,0.392776315,98.28478964,0.518892334,88.41673503,0.173032372,0.143195,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PGRMC2_chr4_128269237_128288829_-_ENSG00000164040.18_ENSG00000164040.18.unspliced,0.156378947,60.11326861,0.309433921,57.71944217,0.522803844,0.16907,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PGS1_chr17_78378649_78425114_+_ENSG00000087157.19_ENSG00000087157.19.unspliced,0.199429372,72.70226537,0.432506656,77.45693191,0.387047214,0.2192045,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
PHAX_chr5_126600925_126627252_+_ENSG00000164902.14_ENSG00000164902.14.unspliced,0.069377594,30.46925566,-0.037339634,3.789991797,0.165761894,0.135826,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHB1_chr17_49404049_49414905_-_ENSG00000167085.14_ENSG00000167085.14.unspliced,0.112745594,44.88673139,0.119758324,20.55783429,0.228328471,0.163058,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PHB1P11_chr1_223856579_223857387_-_ENSG00000227621.1_ENST00000420550.1.monoexonic.unspliced,-0.046711152,4.045307443,0.071125545,13.65053322,1.01080462,0.25891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHB2_chr12_6965327_6970780_-_ENSG00000215021.10_ENSG00000215021.10.unspliced,0.072626607,31.47249191,0.138682173,23.93765381,0.361984536,0.4147295,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHC1P1_chr12_55411727_55414787_-_ENSG00000179899.8_ENST00000554937.1.monoexonic.unspliced,0.061929988,28.15533981,0.256193895,47.41591468,0.611573256,0.2373575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHC2-AS1_chr1_33350022_33363247_+_ENSG00000233246.2_ENSG00000233246.2.unspliced,0.1825157,67.89644013,0.123971393,21.31255127,0.142199609,0.1534915,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PHC3_chr3_170086732_170181749_-_ENSG00000173889.16_ENSG00000173889.16.unspliced,0.350416141,96.24595469,0.242101938,44.61033634,0.433210574,0.159773,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHETA1_chr12_111360651_111369121_-_ENSG00000198324.14_ENSG00000198324.14.unspliced,0.047489523,23.77022654,0.229337381,42.08367514,0.283355009,0.149523,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHF10_chr6_169703902_169725566_-_ENSG00000130024.15_ENSG00000130024.15.unspliced,0.221094064,78.57605178,0.443828016,79.11402789,0.621774414,0.228718,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHF10P2_chr22_25349543_25350322_-_ENSG00000231466.2_ENST00000434827.1.monoexonic.unspliced,0.127041697,50.11326861,NA,NA,0.591700479,0.595178,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHF12_chr17_28905250_28951771_-_ENSG00000109118.14_ENSG00000109118.14.unspliced,0.226842575,79.98381877,0.284292413,53.01066448,0.569879768,0.167771,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PHF13_chr1_6613731_6624030_+_ENSG00000116273.6_ENSG00000116273.6.unspliced,0.212518844,76.29449838,0.550365341,92.17391304,0.364012327,0.2619655,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PHF14_chr7_10973336_11169623_+_ENSG00000106443.17_ENSG00000106443.17.unspliced,0.175904352,66.16504854,0.244942668,45.10254307,0.361577598,0.1598455,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHF19_chr9_120855651_120894896_-_ENSG00000119403.15_ENSG00000119403.15.unspliced,0.281009554,89.38511327,0.675719851,99.08121411,0.182835292,0.526076,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PHF20L1_chr8_132775358_132848807_+_ENSG00000129292.21_ENSG00000129292.21.unspliced,0.161818507,62.13592233,0.231257304,42.3461854,0.543862159,0.189024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHF23_chr17_7235029_7239722_-_ENSG00000040633.13_ENSG00000040633.13.unspliced,0.112046058,44.66019417,0.317467301,59.04840033,0.434436432,0.1794415,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHF3_chr6_63635802_63779336_+_ENSG00000118482.12_ENSG00000118482.12.unspliced,0.025371789,17.58899676,0.186450296,33.1583265,0.267668769,0.129989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHF5A_chr22_41459717_41468692_-_ENSG00000100410.8_ENSG00000100410.8.unspliced,-0.025934725,6.650485437,0.114671967,19.73748975,0.128553038,0.4081155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PHF7_chr3_52410660_52423641_+_ENSG00000010318.22_ENSG00000010318.22.unspliced,-0.001236902,10.90614887,0.284230124,52.99425759,0.415478402,0.3470795,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
