transcript,XIST_r,XIST_perct,NEAT1_r,NEAT1_perct,Bruseq_stability,total_expression,Xsimi_p0.05,Xsimi_p0.01,Xsimi_p0.001,Nsimi_p0.05,Nsimi_p0.01,Nsimi_p0.001,semi_extract,gene_type
LSM12P1_chr8_35525176_35525763_-_ENSG00000232024.2_ENST00000411836.1.monoexonic.unspliced,-0.121772679,0.339695891,NA,NA,11.19830979,19.51505,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,processed_pseudogene
LSM14A_chr19_34172504_34229288_+_ENSG00000257103.9_ENSG00000257103.9.unspliced,0.229408822,79.97411841,0.174385953,33,0.560636704,0.1905175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LSM14B_chr20_62122461_62135374_+_ENSG00000149657.20_ENSG00000149657.20.unspliced,0.158740258,60.23940472,0.280383113,53.75409836,0.926817197,0.3139005,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
LSM2_chr6_31797396_31806966_-_ENSG00000204392.11_ENSG00000204392.11.unspliced,0.152646697,58.1203494,-0.122326419,0.721311475,0.356857044,0.4382995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LSM3_chr3_14178817_14201122_+_ENSG00000170860.4_ENSG00000170860.4.unspliced,0.031754336,17.90682627,0.006462439,7.754098361,0.105837863,0.1689105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LSM4_chr19_18306236_18323112_-_ENSG00000130520.11_ENSG00000130520.11.unspliced,0.027869035,16.62892268,0.194583685,37.09836066,0.146193368,0.8056945,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LSM5_chr7_32485338_32495283_-_ENSG00000106355.10_ENSG00000106355.10.unspliced,0.076542923,31.5593659,-0.011374584,6.016393443,0.074148601,0.162359,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LSM6_chr4_146175703_146200000_+_ENSG00000164167.12_ENSG00000164167.12.unspliced,0.022217335,14.97897121,-0.025944327,4.918032787,0.298476862,0.1573345,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LSM7_chr19_2321520_2328611_-_ENSG00000130332.15_ENSG00000130332.15.unspliced,-0.019642982,6.680685862,0.328576071,62.26229508,0.544860057,1.08461,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LSM8_chr7_118184144_118204035_+_ENSG00000128534.8_ENSG00000128534.8.unspliced,0.048664124,22.69492074,0.170012963,32.21311475,0.184890894,0.256385,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LSR_chr19_35248330_35267964_+_ENSG00000105699.17_ENSG00000105699.17.unspliced,0.091882649,36.96214817,0.051928617,12.52459016,0.283031944,0.354219,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LSS_chr21_46188141_46228824_-_ENSG00000160285.15_ENSG00000160285.15.unspliced,0.269258013,87.23714008,0.554577184,92.68852459,1.774005439,0.471971,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
LTB4R_chr14_24311450_24318036_+_ENSG00000213903.9_ENSG00000213903.9.unspliced,0.250460253,84.00194112,0.441889086,79.54098361,0.66598425,0.4484145,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LTBP4_chr19_40592883_40629818_+_ENSG00000090006.18_ENSG00000090006.18.unspliced,0.331239528,95.01779359,0.648474467,98.01639344,0.290591008,0.1412965,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
LTBR_chr12_6375045_6391571_+_ENSG00000111321.11_ENSG00000111321.11.unspliced,0.08170162,33.35490133,0.169044123,32,0.272466503,0.1402285,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
LTN1_chr21_28928144_28992956_-_ENSG00000198862.14_ENSG00000198862.14.unspliced,0.150708478,57.36007764,0.27722243,53.13114754,0.461054126,0.190402,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LTV1_chr6_143843338_143863812_+_ENSG00000135521.9_ENSG00000135521.9.unspliced,0.159090564,60.36881268,0.204499306,39.19672131,0.541715663,0.7246955,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LUC7L_chr16_188969_229463_-_ENSG00000007392.17_ENSG00000007392.17.unspliced,0.262726443,86.18570042,0.501133225,86.90163934,0.611943281,0.343643,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LUC7L2_chr7_139340359_139423457_+_ENSG00000146963.18_ENSG00000146963.18.unspliced,0.12170507,46.78097703,0.374835844,69.54098361,0.116284343,0.4374865,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LUC7L3_chr17_50719565_50756219_+_ENSG00000108848.16_ENSG00000108848.16.unspliced,0.273841862,88.07829181,0.266764835,51.50819672,0.572221354,0.474336,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LY6E_chr8_143017982_143023832_+_ENSG00000160932.11_ENSG00000160932.11.unspliced,0.003180366,10.49822064,0.231945535,44.45901639,0.080599861,0.1306415,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LYAR_chr4_4267701_4290154_-_ENSG00000145220.14_ENSG00000145220.14.unspliced,0.093561748,37.52830799,-0.01722831,5.557377049,0.379886314,0.2821135,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
LYL1_chr19_13099033_13103161_-_ENSG00000104903.5_ENSG00000104903.5.unspliced,0.133861577,51.16467163,0.449229353,80.52459016,0.156527143,1.349175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LYN_chr8_55879835_56014169_+_ENSG00000254087.8_ENSG00000254087.8.unspliced,0.296445775,91.18408282,0.43909053,79.26229508,0.300911696,0.166554,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
LYPLA1_chr8_54046367_54102017_-_ENSG00000120992.18_ENSG00000120992.18.unspliced,0.11082867,42.83403429,0.201909886,38.55737705,0.284461771,0.202014,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LYPLA2_chr1_23791110_23795539_+_ENSG00000011009.12_ENSG00000011009.12.unspliced,0.002516763,10.36881268,0.416232627,75.70491803,0.525010532,0.2838075,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LYPLAL1_chr1_219173869_219212865_+_ENSG00000143353.12_ENSG00000143353.12.unspliced,0.159214525,60.48204465,0.250537544,48.52459016,0.34194596,0.571123,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LYRM4_chr6_5103629_5260950_-_ENSG00000214113.11_ENSG00000214113.11.unspliced,0.07063416,29.48883856,0.255393602,49.49180328,0.460153174,0.1357475,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
LYRM7_chr5_131170944_131205428_+_ENSG00000186687.16_ENSG00000186687.16.unspliced,0.108717137,42.30022646,0.123121976,23.24590164,0.1448946,0.136641,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LYSET_chr14_93184951_93188463_+_ENSG00000153485.6_ENSG00000153485.6.unspliced,0.056537698,25.07279198,0.035753961,10.7704918,0.043320856,0.2348825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LYSMD3_chr5_90515611_90529584_-_ENSG00000176018.13_ENSG00000176018.13.unspliced,0.157634841,59.78647687,0.183448926,34.81967213,0.196573985,0.350648,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
LZTR1_chr22_20982269_20999032_+_ENSG00000099949.22_ENSG00000099949.22.unspliced,0.210469409,75.33160789,0.431067354,77.93442623,0.363271825,0.403487,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
LZTS2_chr10_100996618_101007836_+_ENSG00000107816.17_ENSG00000107816.17.unspliced,0.079707221,32.75638952,0.657459623,98.32786885,0.568587652,0.5490885,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
M6PR_chr12_8940361_8949761_-_ENSG00000003056.8_ENSG00000003056.8.unspliced,0.138795096,52.78227111,0.141934189,26.72131148,0.446153277,0.5527165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MACC1_chr7_20134655_20217404_-_ENSG00000183742.13_ENSG00000183742.13.unspliced,0.151529383,57.69977354,0.166924522,31.59016393,0.200007269,0.2474335,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MACF1_chr1_39081316_39487177_+_ENSG00000127603.32_ENSG00000127603.32.unspliced,0.174205086,64.83338725,0.263633965,50.80327869,0.273817323,0.140552,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MACO1_chr1_25430858_25500209_+_ENSG00000204178.11_ENSG00000204178.11.unspliced,0.23163329,80.54027823,0.221531904,42.49180328,0.305102676,0.2476865,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MACROH2A1_chr5_135334381_135399914_-_ENSG00000113648.17_ENSG00000113648.17.unspliced,0.204780785,73.85959236,0.33025475,62.59016393,0.262872696,0.5146535,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAD2L1_chr4_120055623_120066858_-_ENSG00000164109.14_ENSG00000164109.14.unspliced,0.187976061,68.97444193,0.112107547,21.29508197,0.110351723,0.434657,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAD2L1BP_chr6_43629540_43640941_+_ENSG00000124688.14_ENSG00000124688.14.unspliced,-0.00653295,8.832093174,0.204003359,39.1147541,0.2164656,0.2871615,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MADD_chr11_47269161_47330031_+_ENSG00000110514.20_ENSG00000110514.20.unspliced,0.225927844,79.32707862,0.611100158,96.37704918,0.517882753,0.1922835,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
MAF1_chr8_144104420_144107611_+_ENSG00000179632.11_ENSG00000179632.11.unspliced,0.038137423,19.52442575,0.052518121,12.59016393,0.332822572,0.7807565,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAFG_chr17_81918270_81927735_-_ENSG00000197063.11_ENSG00000197063.11.unspliced,0.370169792,97.33096085,0.64286666,97.7704918,0.676451051,0.516006,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAFIP_GL000194.1_53594_115055_-_ENSG00000274847.1_ENSG00000274847.1.unspliced,NA,NA,NA,NA,0.507168361,0.772165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAFK_chr7_1530702_1543043_+_ENSG00000198517.10_ENSG00000198517.10.unspliced,0.153756014,58.52474927,0.572746364,94.19672131,0.189256902,0.2772025,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAGEA1_chrX_153179284_153183880_+_ENSG00000198681.7_ENSG00000198681.7.unspliced,-0.013612671,7.521837593,-0.159285756,0.37704918,0.107813185,0.2433125,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAGEA12_chrX_152733757_152737669_+_ENSG00000213401.10_ENSG00000213401.10.unspliced,0.011200504,12.27758007,0.111156923,21.09836066,0.081807063,0.879286,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAGEA3_chrX_152698767_152702347_+_ENSG00000221867.9_ENSG00000221867.9.unspliced,0.032401299,18.03623423,0.349529591,65.85245902,0.118355613,0.525754,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAGEB1_chrX_30243715_30252040_+_ENSG00000214107.9_ENSG00000214107.9.unspliced,0.011654469,12.37463604,-0.049277777,3.31147541,0.083607715,0.1736225,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAGEB2_chrX_30215563_30220089_+_ENSG00000099399.6_ENSG00000099399.6.unspliced,-0.011693339,7.845357489,-0.030712469,4.557377049,0.174860893,0.2436655,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAGEC2_chrX_142202342_142205290_-_ENSG00000046774.10_ENSG00000046774.10.unspliced,0.213063146,76.17275962,0.152656488,28.78688525,0.126513543,0.2349545,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAGOH_chr1_53226900_53238518_-_ENSG00000162385.11_ENSG00000162385.11.unspliced,0.122153403,46.878033,0.413730829,75.21311475,0.440743956,0.4066705,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAGOHB_chr12_10604190_10613609_-_ENSG00000111196.11_ENSG00000111196.11.unspliced,0.026862584,16.40245875,0.053028755,12.63934426,0.249118112,0.350114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAK16_chr8_33485182_33501262_+_ENSG00000198042.11_ENSG00000198042.11.unspliced,0.056501773,25.04043999,-0.028633182,4.721311475,0.219665854,0.3254185,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MALAT1_chr11_65497606_65508073_+_ENSG00000251562.12_ENST00000534336.4.monoexonic.unspliced,0.292346223,90.617923,0.19153078,36.50819672,0.051118531,0.9357445,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lncRNA
MALSU1_chr7_23298739_23311729_+_ENSG00000156928.5_ENSG00000156928.5.unspliced,0.004946302,10.99967648,0.244099899,47.04918033,0.657200071,0.626748,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAMDC4_chr9_136850943_136860799_+_ENSG00000177943.14_ENSG00000177943.14.unspliced,0.115469186,44.56486574,0.289985343,55.49180328,0.432327108,0.1900945,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAML1_chr5_179732822_179777283_+_ENSG00000161021.13_ENSG00000161021.13.unspliced,0.320438522,94.11193788,0.140484891,26.50819672,0.371146733,0.1384465,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAML2_chr11_95976598_96343195_-_ENSG00000184384.15_ENSG00000184384.15.unspliced,0.183176371,67.66418635,0.199504657,38.16393443,0.238843547,0.155239,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAN1A1_chr6_119177205_119349761_-_ENSG00000111885.7_ENSG00000111885.7.unspliced,0.109875865,42.59139437,0.324055149,61.60655738,0.14709998,0.4628075,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAN1A2_chr1_117367449_117528872_+_ENSG00000198162.12_ENSG00000198162.12.unspliced,0.013202572,12.87609188,0.191795546,36.59016393,0.32064819,0.128762,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAN2A1_chr5_109689927_109869625_+_ENSG00000112893.10_ENSG00000112893.10.unspliced,0.214390958,76.44775154,0.573777715,94.24590164,0.341341666,0.172889,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAN2A2_chr15_90902218_90922584_+_ENSG00000196547.15_ENSG00000196547.15.unspliced,0.262839639,86.20187642,0.542529817,91.39344262,0.333001156,0.6690205,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAN2C1_chr15_75355207_75368612_-_ENSG00000140400.18_ENSG00000140400.18.unspliced,0.376849971,97.67065675,0.511481782,87.93442623,0.162000651,0.432121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MANBAL_chr20_37289649_37317260_+_ENSG00000101363.13_ENSG00000101363.13.unspliced,0.059419735,25.91394371,0.213196365,40.86885246,0.211119782,0.216751,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MANEALP1_chr2_135897955_135898978_-_ENSG00000214070.3_ENST00000424794.1.monoexonic.unspliced,NA,NA,NA,NA,0.082197193,0.134345,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,processed_pseudogene
MANF_chr3_51385291_51389397_+_ENSG00000145050.19_ENSG00000145050.19.unspliced,0.073506409,30.50792624,0.167462172,31.6557377,0.410569083,0.239762,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAP10_chr1_232805416_232809929_+_ENSG00000212916.6_ENST00000418460.4.monoexonic.unspliced,NA,NA,NA,NA,0.06925472,0.2040975,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAP1B_chr5_72107234_72209565_+_ENSG00000131711.15_ENSG00000131711.15.unspliced,0.09359373,37.54448399,0.153459807,29.06557377,0.202634686,0.182345,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAP1LC3B_chr16_87383953_87404779_+_ENSG00000140941.14_ENSG00000140941.14.unspliced,0.062925948,26.93303138,0.476834437,84.04918033,0.125839818,0.277972,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAP1S_chr19_17719242_17734513_+_ENSG00000130479.11_ENSG00000130479.11.unspliced,-0.036218443,4.286638628,0.385591711,71.01639344,0.536920924,0.1494525,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAP2K2_chr19_4090321_4124122_-_ENSG00000126934.15_ENSG00000126934.15.unspliced,0.238440722,81.85053381,0.340737634,64.3442623,0.638608066,0.143154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAP2K7_chr19_7903843_7914478_+_ENSG00000076984.18_ENSG00000076984.18.unspliced,0.278576603,88.77385959,0.469294532,82.95081967,0.951016796,0.194819,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAP3K11_chr11_65597756_65615382_-_ENSG00000173327.8_ENSG00000173327.8.unspliced,0.124897855,47.97800065,0.384134215,70.73770492,0.561196363,0.1361035,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAP3K14_chr17_45263119_45317029_-_ENSG00000006062.18_ENSG00000006062.18.unspliced,0.111146999,42.93109026,0.009698774,8.098360656,0.126926637,0.1527035,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
MAP3K14-AS1_chr17_45247905_45269836_+_ENSG00000267278.7_ENSG00000267278.7.unspliced,0.053795865,24.03752831,0.224442081,43.16393443,0.071503084,0.139932,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,lncRNA
MAP3K20_chr2_173075435_173268015_+_ENSG00000091436.17_ENSG00000091436.17.unspliced,0.03919161,19.79941766,0.249125338,48.2295082,0.211231023,0.1417905,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAP3K4_chr6_160991727_161117385_+_ENSG00000085511.20_ENSG00000085511.20.unspliced,0.295476006,91.07085086,0.466504789,82.52459016,0.689395823,0.2631795,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAP3K7_chr6_90513573_90587086_-_ENSG00000135341.19_ENSG00000135341.19.unspliced,0.125691367,48.18828858,0.203366687,38.85245902,0.339076522,0.210726,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAP3K8_chr10_30434021_30461833_+_ENSG00000107968.10_ENSG00000107968.10.unspliced,0.003368433,10.54674863,0.27330651,52.68852459,0.16839964,0.128396,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAP4K3_chr2_39249266_39437301_-_ENSG00000011566.15_ENSG00000011566.15.unspliced,0.066711638,28.40504691,0.211962829,40.68852459,0.456394243,0.1606065,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAP4K4_chr2_101696850_101894690_+_ENSG00000071054.17_ENSG00000071054.17.unspliced,0.228911837,79.84471045,0.223937145,43,0.367979834,0.1272755,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAP7D1_chr1_36155579_36180849_+_ENSG00000116871.16_ENSG00000116871.16.unspliced,0.117232131,45.19572954,0.388956383,71.49180328,0.132734253,0.229206,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
MAPK1_chr22_21759657_21867680_-_ENSG00000100030.15_ENSG00000100030.15.unspliced,0.353567724,96.58686509,0.558943438,93.04918033,0.482937833,0.6846165,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAPK11_chr22_50263713_50270767_-_ENSG00000185386.15_ENSG00000185386.15.unspliced,0.024558635,15.49660304,0.175980728,33.31147541,0.612897938,0.2256645,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAPK12_chr22_50245450_50261716_-_ENSG00000188130.14_ENSG00000188130.14.unspliced,0.221189617,78.27563895,0.204213962,39.16393443,0.550747185,0.531494,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAPK14_chr6_36027752_36122511_+_ENSG00000112062.13_ENSG00000112062.13.unspliced,0.141500893,53.7528308,0.37145417,69.01639344,0.32928952,0.214225,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAPK15_chr8_143716340_143722458_+_ENSG00000181085.15_ENSG00000181085.15.unspliced,0.074980607,31.04173407,0.365917377,68.13114754,0.333787112,0.171035,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAPK1IP1L_chr14_55051647_55070194_+_ENSG00000168175.16_ENSG00000168175.16.unspliced,0.094799817,37.96505985,0.449482123,80.57377049,0.397552458,0.6060325,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAPK8_chr10_48306639_48439360_+_ENSG00000107643.17_ENSG00000107643.17.unspliced,0.357658796,96.76480104,0.523950952,89.31147541,0.371977707,0.3562085,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAPK8IP3_chr16_1706166_1770351_+_ENSG00000138834.15_ENSG00000138834.15.unspliced,0.393809509,98.33387253,0.631520452,97.36065574,0.304447258,0.129012,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
MAPK9_chr5_180233143_180292099_-_ENSG00000050748.18_ENSG00000050748.18.unspliced,0.100249833,39.56648334,0.324899352,61.7704918,0.429085264,0.1337125,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
MAPKAPK2_chr1_206684905_206734281_+_ENSG00000162889.11_ENSG00000162889.11.unspliced,0.303717711,92.1869945,0.293643648,56.14754098,0.212406331,0.1518355,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAPKAPK3_chr3_50611520_50649291_+_ENSG00000114738.11_ENSG00000114738.11.unspliced,0.049890681,23.01844063,0.126794068,24.01639344,0.154089146,0.149346,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,protein_coding
MAPKAPK5_chr12_111842013_111902222_+_ENSG00000089022.15_ENSG00000089022.15.unspliced,0.131013922,50.16175995,0.402485136,73.57377049,0.410364601,0.192203,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAPRE1_chr20_32819954_32850405_+_ENSG00000101367.9_ENSG00000101367.9.unspliced,0.151292646,57.65124555,0.408669686,74.62295082,0.3957081,0.1906235,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAPRE3_chr2_26970637_27027219_+_ENSG00000084764.12_ENSG00000084764.12.unspliced,0.260870933,85.91070851,0.34406317,64.8852459,0.258162243,0.1285445,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MARCHF3_chr5_126867714_127030558_-_ENSG00000173926.6_ENSG00000173926.6.unspliced,0.242044931,82.5137496,0.551974269,92.44262295,0.257272023,0.194865,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MARCHF6_chr5_10353695_10440388_+_ENSG00000145495.17_ENSG00000145495.17.unspliced,0.163736254,61.77612423,0.426778757,77.36065574,0.479193427,0.434829,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MARCHF7_chr2_159712457_159771027_+_ENSG00000136536.15_ENSG00000136536.15.unspliced,0.204205331,73.63312844,0.670050735,98.72131148,0.378644672,0.5039415,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MARCKSL1_chr1_32333839_32336233_-_ENSG00000175130.7_ENSG00000175130.7.unspliced,0.306089264,92.63992236,0.127503201,24.08196721,0.038045021,0.7598675,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MARS1_chr12_57475445_57517569_+_ENSG00000166986.15_ENSG00000166986.15.unspliced,0.15811946,59.98058881,0.291308611,55.72131148,0.366464261,0.228868,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MARVELD1_chr10_97713173_97718150_+_ENSG00000155254.13_ENSG00000155254.13.unspliced,-0.004457719,9.026205112,0.181218525,34.36065574,0.215262149,0.2224535,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MASTL_chr10_27154824_27187953_+_ENSG00000120539.15_ENSG00000120539.15.unspliced,0.195478951,71.20672921,0.234770671,45.08196721,0.487259618,0.221511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAT2A_chr2_85539168_85545281_+_ENSG00000168906.13_ENSG00000168906.13.unspliced,0.305710943,92.57521838,0.382466798,70.45901639,0.126203704,6.01689,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAT2B_chr5_163503114_163519558_+_ENSG00000038274.18_ENSG00000038274.18.unspliced,0.105503987,41.41054675,0.16240796,30.63934426,0.088809278,0.12891,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MATK_chr19_3777970_3802129_-_ENSG00000007264.15_ENSG00000007264.15.unspliced,0.114076187,43.99870592,0.366481288,68.21311475,0.311975612,0.1417735,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MATN1-AS1_chr1_30718504_30726846_+_ENSG00000186056.12_ENSG00000186056.12.unspliced,0.153596612,58.4438693,0.313426667,59.68852459,0.146804675,0.8066955,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,lncRNA
MATR3_chr5_139273752_139331671_+_ENSG00000280987.4_ENSG00000280987.4.unspliced,0.075369941,31.17114203,0.672249318,98.83606557,0.345482236,0.211799,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MATR3_chr5_139293674_139331677_+_ENSG00000015479.20_ENSG00000015479.20.unspliced,0.29255409,90.65027499,0.644914047,97.85245902,0.573441762,0.270711,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
MAU2_chr19_19320829_19358754_+_ENSG00000129933.21_ENSG00000129933.21.unspliced,0.242477862,82.65933355,0.17463336,33.08196721,0.355034402,0.270397,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,protein_coding
MAZ_chr16_29806106_29811164_+_ENSG00000103495.15_ENSG00000103495.15.unspliced,0.219307929,77.8227111,0.112967899,21.47540984,0.389223078,1.021906,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,protein_coding
