seqName,XISTrA_tuc0.05,XISTrB12_tuc0.05,XISTrD_tuc0.05,XISTrE_tuc0.05,XISTrF_tuc0.05,gene_type
PRKAA1_chr5_40759389_40798374_-_ENSG00000132356.12_ENSG00000132356.12.unspliced,446,272,536,1743,2946,protein_coding
PROSER1_chr13_39009865_39038089_-_ENSG00000120685.20_ENSG00000120685.20.unspliced,554,179,467,743,2778,protein_coding
PRP4K_chr6_4021267_4064983_+_ENSG00000112739.17_ENSG00000112739.17.unspliced,378,296,815,487,3280,protein_coding
PRPF18_chr10_13586939_13668445_+_ENSG00000165630.15_ENSG00000165630.15.unspliced,467,608,2285,4444,4467,protein_coding
PRPF31_chr19_54115410_54131719_+_ENSG00000105618.14_ENSG00000105618.14.unspliced,500,581,651,641,866,protein_coding
PRPF40A_chr2_152651593_152718012_-_ENSG00000196504.21_ENSG00000196504.21.unspliced,1193,248,1242,1765,3024,protein_coding
PRR7-AS1_chr5_177433655_177455513_-_ENSG00000246334.4_ENSG00000246334.4.unspliced,309,345,1167,185,677,lncRNA
PSIP1_chr9_15464066_15510995_-_ENSG00000164985.15_ENSG00000164985.15.unspliced,838,244,1151,1446,2568,protein_coding
PSMA1_chr11_14504211_14643635_-_ENSG00000129084.19_ENSG00000129084.19.unspliced,664,634,1188,2539,5605,protein_coding
PSMA3-AS1_chr14_58265365_58298641_-_ENSG00000257621.10_ENSG00000257621.10.unspliced,865,202,210,1058,2305,lncRNA
PSMB1_chr6_170535120_170553307_-_ENSG00000008018.9_ENSG00000008018.9.unspliced,481,293,854,652,331,protein_coding
PSMB7_chr9_124353465_124415444_-_ENSG00000136930.13_ENSG00000136930.13.unspliced,480,393,1924,4119,5045,protein_coding
PSMD1_chr2_231056845_231173116_+_ENSG00000173692.14_ENSG00000173692.14.unspliced,727,412,1498,4756,4870,protein_coding
PSMD8_chr19_38374563_38383850_+_ENSG00000099341.13_ENSG00000099341.13.unspliced,339,246,329,744,878,protein_coding
PSMG4_chr6_3231403_3303373_+_ENSG00000180822.12_ENSG00000180822.12.unspliced,1000,719,1726,2401,3473,protein_coding
PSPC1_chr13_19674752_19783019_-_ENSG00000121390.19_ENSG00000121390.19.unspliced,643,687,852,3064,4513,protein_coding
PTEN_chr10_87862638_87971930_+_ENSG00000171862.16_ENSG00000171862.16.unspliced,601,731,975,5889,8525,protein_coding
PTER_chr10_16436943_16513745_+_ENSG00000165983.15_ENSG00000165983.15.unspliced,502,280,881,2427,4345,protein_coding
PTOV1_chr19_49850735_49860744_+_ENSG00000104960.15_ENSG00000104960.15.unspliced,463,155,505,436,826,protein_coding
PTPN1_chr20_50510321_50585241_+_ENSG00000196396.10_ENSG00000196396.10.unspliced,450,874,2045,3548,4299,protein_coding
PTTG1IP_chr21_44849585_44873903_-_ENSG00000183255.12_ENSG00000183255.12.unspliced,864,552,1225,1999,5536,protein_coding
PUM1_chr1_30931506_31065991_-_ENSG00000134644.16_ENSG00000134644.16.unspliced,1582,372,2484,5408,6888,protein_coding
PUM3_chr9_2720469_2844095_-_ENSG00000080608.10_ENSG00000080608.10.unspliced,1087,342,1346,5467,4601,protein_coding
QSOX2_chr9_136206333_136245812_-_ENSG00000165661.18_ENSG00000165661.18.unspliced,392,597,1327,2023,1921,protein_coding
RAB11FIP1_chr8_37858618_37899497_-_ENSG00000156675.16_ENSG00000156675.16.unspliced,245,284,566,758,867,protein_coding
RAB40C_chr16_589357_629272_+_ENSG00000197562.10_ENSG00000197562.10.unspliced,931,2293,1556,917,6365,protein_coding
RAB4A_chr1_229271062_229305894_+_ENSG00000168118.12_ENSG00000168118.12.unspliced,290,288,852,918,698,protein_coding
RAE1_chr20_57351223_57379211_+_ENSG00000101146.13_ENSG00000101146.13.unspliced,528,565,978,2830,2797,protein_coding
RAP1B_chr12_68610855_68671901_+_ENSG00000127314.18_ENSG00000127314.18.unspliced,363,349,1535,1484,2071,protein_coding
RBBP6_chr16_24537693_24572863_+_ENSG00000122257.20_ENSG00000122257.20.unspliced,567,536,746,1632,1331,protein_coding
RBBP7_chrX_16839283_16870362_-_ENSG00000102054.18_ENSG00000102054.18.unspliced,352,413,1026,1027,1399,protein_coding
RBM26_chr13_79311824_79406477_-_ENSG00000139746.16_ENSG00000139746.16.unspliced,887,697,1939,1943,4257,protein_coding
RBM27_chr5_146203605_146289223_+_ENSG00000091009.8_ENSG00000091009.8.unspliced,650,432,628,2158,3152,protein_coding
RBM33_chr7_155644451_155781485_+_ENSG00000184863.11_ENSG00000184863.11.unspliced,1583,977,3352,11446,11148,protein_coding
RBM45_chr2_178112424_178139011_+_ENSG00000155636.16_ENSG00000155636.16.unspliced,307,30,1246,1942,1512,protein_coding
RBMX_chrX_136848004_136880764_-_ENSG00000147274.14_ENSG00000147274.14.unspliced,635,551,943,382,2426,protein_coding
RCC2_chr1_17406760_17439677_-_ENSG00000179051.14_ENSG00000179051.14.unspliced,412,499,593,1327,1868,protein_coding
RCL1_chr9_4792944_4885917_+_ENSG00000120158.12_ENSG00000120158.12.unspliced,1222,541,238,3275,6145,protein_coding
RCOR3_chr1_211258377_211316385_+_ENSG00000117625.14_ENSG00000117625.14.unspliced,800,322,228,3145,2412,protein_coding
RDH10_chr8_73294602_73325281_+_ENSG00000121039.10_ENSG00000121039.10.unspliced,266,152,1381,1826,2516,protein_coding
RESF1_chr12_31959370_31993107_+_ENSG00000174718.12_ENSG00000174718.12.unspliced,538,479,842,2169,2402,protein_coding
REV3L_chr6_111299028_111483715_-_ENSG00000009413.17_ENSG00000009413.17.unspliced,1407,362,1747,7904,5501,protein_coding
RFX1_chr19_13961530_14007039_-_ENSG00000132005.9_ENST00000254325.9,163,443,241,179,264,protein_coding
RHBDD1_chr2_226835581_226999215_+_ENSG00000144468.17_ENSG00000144468.17.unspliced,1008,674,3321,9434,11754,protein_coding
RHEB_chr7_151466012_151520120_-_ENSG00000106615.10_ENSG00000106615.10.unspliced,1015,640,1403,4415,3969,protein_coding
RIOK1_chr6_7389793_7418037_+_ENSG00000124784.9_ENSG00000124784.9.unspliced,495,265,601,1812,1955,protein_coding
RIOK3_chr18_23453287_23486603_+_ENSG00000101782.15_ENSG00000101782.15.unspliced,253,197,246,1177,1469,protein_coding
RIOX2_chr3_97941818_97972457_-_ENSG00000170854.18_ENSG00000170854.18.unspliced,121,158,558,492,2953,protein_coding
RLF_chr1_40161387_40240921_+_ENSG00000117000.9_ENSG00000117000.9.unspliced,578,253,641,2149,1679,protein_coding
RLIM_chrX_74582976_74614624_-_ENSG00000131263.13_ENSG00000131263.13.unspliced,340,156,451,1093,2413,protein_coding
RMDN3_chr15_40735884_40755851_-_ENSG00000137824.16_ENSG00000137824.16.unspliced,108,129,296,758,447,protein_coding
RNF149_chr2_101271219_101308701_-_ENSG00000163162.9_ENSG00000163162.9.unspliced,991,409,555,521,1276,protein_coding
RNF168_chr3_196468783_196503768_-_ENSG00000163961.4_ENSG00000163961.4.unspliced,619,478,207,1060,2689,protein_coding
RNF216_chr7_5620047_5781696_-_ENSG00000011275.19_ENSG00000011275.19.unspliced,1142,1008,1848,3990,6527,protein_coding
RNF34_chr12_121400083_121430623_+_ENSG00000170633.17_ENSG00000170633.17.unspliced,439,447,454,1314,977,protein_coding
RNPC3_chr1_103525691_103555239_+_ENSG00000185946.16_ENSG00000185946.16.unspliced,356,85,255,380,1102,protein_coding
RPN2_chr20_37178410_37241619_+_ENSG00000118705.18_ENSG00000118705.18.unspliced,219,402,1609,2430,3410,protein_coding
RPRD1A_chr18_35984387_36067576_-_ENSG00000141425.18_ENSG00000141425.18.unspliced,108,151,917,4028,1862,protein_coding
RPS6KB1_chr17_59893046_59950574_+_ENSG00000108443.14_ENSG00000108443.14.unspliced,291,132,456,2164,1111,protein_coding
RPS9_chr19_54200809_54249003_+_ENSG00000170889.14_ENSG00000170889.14.unspliced,349,805,1476,1349,2226,protein_coding
RPSA_chr3_39406716_39426255_+_ENSG00000168028.15_ENSG00000168028.15.unspliced,390,317,632,1154,1477,protein_coding
RREB1_chr6_7107597_7251980_+_ENSG00000124782.21_ENSG00000124782.21.unspliced,2013,1003,3466,6935,8166,protein_coding
RTEL1_chr20_63657810_63696253_+_ENSG00000258366.12_ENSG00000258366.12.unspliced,296,773,2013,942,1580,protein_coding
SACM1L_chr3_45689056_45745412_+_ENSG00000211456.14_ENSG00000211456.14.unspliced,559,459,982,3475,3189,protein_coding
SASS6_chr1_100083563_100132955_-_ENSG00000156876.10_ENSG00000156876.10.unspliced,456,169,749,1588,3090,protein_coding
SCAF11_chr12_45919131_45992120_-_ENSG00000139218.18_ENSG00000139218.18.unspliced,909,467,1099,2517,1676,protein_coding
SCAND2P_chr15_84631963_84642066_+_ENSG00000176700.23_ENSG00000176700.23.unspliced,617,417,225,440,960,transcribed_unprocessed_pseudogene
SDCBP_chr8_58552924_58582859_+_ENSG00000137575.12_ENSG00000137575.12.unspliced,539,212,429,518,1751,protein_coding
SDE2_chr1_225982702_225999343_-_ENSG00000143751.10_ENSG00000143751.10.unspliced,120,188,357,950,624,protein_coding
SDHAP1_chr3_195959281_195990325_-_ENSG00000290763.2_ENSG00000290763.2.unspliced,320,626,2291,1751,3391,lncRNA
SDHA_chr5_218303_257082_+_ENSG00000073578.18_ENSG00000073578.18.unspliced,279,630,1286,642,4922,protein_coding
SEC11A_chr15_84669538_84716460_-_ENSG00000140612.14_ENSG00000140612.14.unspliced,772,206,300,767,2468,protein_coding
SEC22C_chr3_42547969_42601080_-_ENSG00000093183.14_ENSG00000093183.14.unspliced,827,1151,1284,1283,2570,protein_coding
SEC31A_chr4_82818509_82901166_-_ENSG00000138674.17_ENSG00000138674.17.unspliced,686,606,1386,3278,2869,protein_coding
SEC62_chr3_169966635_169998373_+_ENSG00000008952.17_ENSG00000008952.17.unspliced,447,26,671,1230,1628,protein_coding
SELENOF_chr1_86862445_86914424_-_ENSG00000183291.18_ENSG00000183291.18.unspliced,107,371,207,2445,1520,protein_coding
SELENOO_chr22_50201011_50217616_+_ENSG00000073169.15_ENSG00000073169.15.unspliced,366,704,817,962,708,protein_coding
SELENOT_chr3_150602875_150630436_+_ENSG00000198843.14_ENSG00000198843.14.unspliced,366,332,476,961,2093,protein_coding
SENP6_chr6_75601509_75718281_+_ENSG00000112701.18_ENSG00000112701.18.unspliced,941,383,1398,4210,5371,protein_coding
SEPTIN11_chr4_76949751_77040384_+_ENSG00000138758.12_ENSG00000138758.12.unspliced,368,652,935,3994,6456,protein_coding
SEPTIN2_chr2_241315100_241354027_+_ENSG00000168385.18_ENSG00000168385.18.unspliced,464,715,1130,1455,1849,protein_coding
SERPINB6_chr6_2948159_2972165_-_ENSG00000124570.21_ENSG00000124570.21.unspliced,264,267,491,965,2745,protein_coding
SESN2_chr1_28259518_28282491_+_ENSG00000130766.5_ENSG00000130766.5.unspliced,540,492,843,899,515,protein_coding
SETD2_chr3_47016428_47164113_-_ENSG00000181555.22_ENSG00000181555.22.unspliced,1374,708,1200,3620,5877,protein_coding
SETX_chr9_132261356_132354986_-_ENSG00000107290.14_ENSG00000107290.14.unspliced,868,296,287,2721,4200,protein_coding
SGMS1_chr10_50305586_50625163_-_ENSG00000198964.14_ENSG00000198964.14.unspliced,1331,1351,7001,14431,19843,protein_coding
SGO1_chr3_20160593_20186206_-_ENSG00000129810.15_ENSG00000129810.15.unspliced,424,346,824,1664,663,protein_coding
SIN3A_chr15_75369379_75455842_-_ENSG00000169375.17_ENSG00000169375.17.unspliced,916,711,762,1506,4673,protein_coding
SINHCAF_chr12_31280584_31327058_-_ENSG00000139146.14_ENSG00000139146.14.unspliced,1184,701,1359,1699,2709,protein_coding
SKP2_chr5_36151989_36196849_+_ENSG00000145604.17_ENSG00000145604.17.unspliced,612,311,333,1567,4142,protein_coding
SLC12A2-DT_chr5_127939152_128083974_-_ENSG00000245937.11_ENSG00000245937.11.unspliced,813,277,219,4044,5838,lncRNA
SLC20A2_chr8_42416475_42541926_-_ENSG00000168575.11_ENSG00000168575.11.unspliced,513,1065,2044,2351,5377,protein_coding
SLC25A17_chr22_40769630_40819399_-_ENSG00000100372.15_ENSG00000100372.15.unspliced,753,164,957,1048,1488,protein_coding
SLC25A36_chr3_140941830_140980995_+_ENSG00000114120.14_ENSG00000114120.14.unspliced,268,420,884,1896,3807,protein_coding
SLC25A38_chr3_39383370_39397351_+_ENSG00000144659.13_ENSG00000144659.13.unspliced,461,301,263,945,1004,protein_coding
SLC2A1_chr1_42925353_42958893_-_ENSG00000117394.24_ENSG00000117394.24.unspliced,250,541,225,528,1687,protein_coding
SLC35B3_chr6_8411435_8435561_-_ENSG00000124786.13_ENSG00000124786.13.unspliced,776,214,407,1081,831,protein_coding
SLC38A1_chr12_46183063_46270017_-_ENSG00000111371.16_ENSG00000111371.16.unspliced,499,520,1056,3991,4278,protein_coding
SLC43A3_chr11_57406954_57427580_-_ENSG00000134802.18_ENSG00000134802.18.unspliced,235,201,698,1069,1378,protein_coding
SLX9_chr21_44940025_44976973_+_ENSG00000160256.14_ENSG00000160256.14.unspliced,1016,708,640,1277,1302,protein_coding
SMAD5_chr5_136132845_136188747_+_ENSG00000113658.18_ENSG00000113658.18.unspliced,723,300,1200,4126,4282,protein_coding
SMAD6_chr15_66702236_66782849_+_ENSG00000137834.15_ENSG00000137834.15.unspliced,1290,1111,805,2215,4092,protein_coding
SMARCA4_chr19_10960932_11079426_+_ENSG00000127616.22_ENSG00000127616.22.unspliced,1550,1399,2952,1529,7062,protein_coding
SNAP29_chr22_20859007_20891214_+_ENSG00000099940.12_ENSG00000099940.12.unspliced,149,119,557,511,711,protein_coding
SNHG17_chr20_38419638_38435409_-_ENSG00000196756.16_ENSG00000196756.16.unspliced,724,187,219,942,2479,lncRNA
SNRPA1_chr15_101281510_101295282_-_ENSG00000131876.18_ENSG00000131876.18.unspliced,260,369,405,1278,1740,protein_coding
SNX13_chr7_17790761_17940501_-_ENSG00000071189.21_ENSG00000071189.21.unspliced,1014,348,3310,8276,9525,protein_coding
SORT1_chr1_109309568_109397918_-_ENSG00000134243.12_ENSG00000134243.12.unspliced,852,216,939,4752,4873,protein_coding
SOS1_chr2_38962206_39124345_-_ENSG00000115904.15_ENSG00000115904.15.unspliced,971,759,2663,3984,4835,protein_coding
SPEN_chr1_15836095_15940456_+_ENSG00000065526.13_ENSG00000065526.13.unspliced,1018,1110,1393,1395,714,protein_coding
SSU72_chr1_1541673_1574863_-_ENSG00000160075.12_ENSG00000160075.12.unspliced,783,589,781,1720,2251,protein_coding
SSX2IP_chr1_84643706_84690803_-_ENSG00000117155.17_ENSG00000117155.17.unspliced,426,234,369,2307,3007,protein_coding
ST7_chr7_116953238_117230176_+_ENSG00000004866.22_ENSG00000004866.22.unspliced,1428,396,3496,8132,11794,protein_coding
ST8SIA6_chr10_17315421_17454595_-_ENSG00000148488.17_ENSG00000148488.17.unspliced,871,658,1845,5627,5758,protein_coding
STK26_chrX_132023302_132075943_+_ENSG00000134602.16_ENSG00000134602.16.unspliced,127,302,833,3122,3398,protein_coding
STRAP_chr12_15882387_15903478_+_ENSG00000023734.11_ENSG00000023734.11.unspliced,249,125,202,1094,1005,protein_coding
STT3B_chr3_31532638_31638548_+_ENSG00000163527.11_ENSG00000163527.11.unspliced,1217,618,2065,5088,5438,protein_coding
SUV39H2_chr10_14878820_14904315_+_ENSG00000152455.16_ENSG00000152455.16.unspliced,104,354,423,1797,1737,protein_coding
SYNCRIP_chr6_85607779_85644063_-_ENSG00000135316.20_ENSG00000135316.20.unspliced,386,477,661,592,3826,protein_coding
TAL1_chr1_47216290_47232225_-_ENSG00000162367.12_ENSG00000162367.12.unspliced,166,580,1382,1595,2222,protein_coding
TAMM41_chr3_11790442_11846919_-_ENSG00000144559.11_ENSG00000144559.11.unspliced,540,421,1867,2234,4116,protein_coding
TARS1_chr5_33440696_33468091_+_ENSG00000113407.14_ENSG00000113407.14.unspliced,383,293,208,1499,2859,protein_coding
TASOR2_chr10_5684731_5763779_+_ENSG00000108021.22_ENSG00000108021.22.unspliced,531,204,1078,2502,1684,protein_coding
TBC1D14_chr4_6909242_7033118_+_ENSG00000132405.19_ENSG00000132405.19.unspliced,1196,1266,3104,4937,9583,protein_coding
TBK1_chr12_64452090_64502114_+_ENSG00000183735.11_ENSG00000183735.11.unspliced,400,266,842,1276,2502,protein_coding
TCAF1_chr7_143851375_143902198_-_ENSG00000198420.10_ENSG00000198420.10.unspliced,228,63,867,1869,2773,protein_coding
TCF25_chr16_89873570_89913627_+_ENSG00000141002.20_ENSG00000141002.20.unspliced,1470,962,492,1333,3919,protein_coding
TCF3_chr19_1609291_1652615_-_ENSG00000071564.19_ENSG00000071564.19.unspliced,543,1242,1130,2163,3882,protein_coding
TFRC_chr3_196012511_196082153_-_ENSG00000072274.14_ENSG00000072274.14.unspliced,1548,850,652,3586,3880,protein_coding
TGM2_chr20_38127385_38166578_-_ENSG00000198959.12_ENSG00000198959.12.unspliced,283,253,1117,600,1315,protein_coding
THOC2_chrX_123600561_123733056_-_ENSG00000125676.20_ENSG00000125676.20.unspliced,2068,663,2764,4967,8184,protein_coding
THUMPD3-AS1_chr3_9349689_9398625_-_ENSG00000206573.12_ENSG00000206573.12.unspliced,106,620,473,302,2247,lncRNA
TIMM23B-AGAP6_chr10_49942056_50011654_+_ENSG00000178440.9_ENSG00000178440.9.unspliced,238,287,1948,1631,3719,protein_coding
TIMM23_chr10_45972489_46003742_+_ENSG00000265354.4_ENSG00000265354.4.unspliced,257,286,1067,774,2522,protein_coding
TMED7-TICAM2_chr5_115578642_115626161_-_ENSG00000251201.8_ENSG00000251201.8.unspliced,185,304,1401,3070,1865,protein_coding
TMEM165_chr4_55395957_55453397_+_ENSG00000134851.13_ENSG00000134851.13.unspliced,580,176,763,1564,2986,protein_coding
TMEM167A_chr5_83052846_83077863_-_ENSG00000174695.10_ENSG00000174695.10.unspliced,543,379,380,152,2167,protein_coding
TMEM267_chr5_43444252_43483893_-_ENSG00000151881.15_ENSG00000151881.15.unspliced,253,149,938,2091,4088,protein_coding
TMEM38B_chr9_105694541_105776629_+_ENSG00000095209.12_ENSG00000095209.12.unspliced,606,786,484,6605,5917,protein_coding
TMEM44_chr3_194587673_194633689_-_ENSG00000145014.18_ENSG00000145014.18.unspliced,524,807,288,560,2555,protein_coding
TMEM87A_chr15_42210447_42273534_-_ENSG00000103978.17_ENSG00000103978.17.unspliced,330,302,612,2171,2929,protein_coding
TMPO_chr12_98515561_98550351_+_ENSG00000120802.15_ENSG00000120802.15.unspliced,544,117,283,1448,1262,protein_coding
TMX2_chr11_57712580_57742987_+_ENSG00000213593.11_ENSG00000213593.11.unspliced,221,722,860,1142,1929,protein_coding
TNIK_chr3_171058414_171460408_-_ENSG00000154310.17_ENSG00000154310.17.unspliced,2128,1435,4189,16434,21139,protein_coding
TNKS2_chr10_91798426_91865475_+_ENSG00000107854.7_ENSG00000107854.7.unspliced,173,217,1173,1645,2600,protein_coding
TNPO3_chr7_128954180_129055173_-_ENSG00000064419.14_ENSG00000064419.14.unspliced,859,879,1872,6293,3955,protein_coding
TNRC18_chr7_5306790_5425414_-_ENSG00000182095.15_ENSG00000182095.15.unspliced,1217,1548,2348,3005,4553,protein_coding
TOMM20_chr1_235109341_235128837_-_ENSG00000173726.11_ENSG00000173726.11.unspliced,650,337,387,699,1404,protein_coding
TOMM70_chr3_100363431_100401089_-_ENSG00000154174.8_ENSG00000154174.8.unspliced,264,117,721,369,2361,protein_coding
TOP3B_chr22_21957025_21982813_-_ENSG00000100038.20_ENSG00000100038.20.unspliced,285,371,267,567,1325,protein_coding
TP53BP2_chr1_223779893_223845954_-_ENSG00000143514.18_ENSG00000143514.18.unspliced,413,576,654,3327,3572,protein_coding
TPTEP1_chr22_16601307_16698742_+_ENSG00000290418.2_ENSG00000290418.2.unspliced,1212,1177,1932,4133,5930,lncRNA
TRAP1_chr16_3651639_3717553_-_ENSG00000126602.11_ENSG00000126602.11.unspliced,973,703,432,1493,3785,protein_coding
TRAPPC10_chr21_44012309_44106552_+_ENSG00000160218.13_ENSG00000160218.13.unspliced,929,900,1910,4256,6222,protein_coding
TRAPPC11_chr4_183659267_183713594_+_ENSG00000168538.16_ENSG00000168538.16.unspliced,236,186,1247,1701,1165,protein_coding
TRIM13_chr13_49995888_50020481_+_ENSG00000204977.10_ENSG00000204977.10.unspliced,362,264,739,482,1351,protein_coding
TRIM33_chr1_114392790_114511203_-_ENSG00000197323.12_ENSG00000197323.12.unspliced,567,380,1814,5271,3754,protein_coding
TRIM4_chr7_99876958_99919531_-_ENSG00000146833.16_ENSG00000146833.16.unspliced,242,341,463,1904,3958,protein_coding
TRIP12_chr2_229763837_229923239_-_ENSG00000153827.15_ENSG00000153827.15.unspliced,1232,554,1860,6837,7153,protein_coding
TRMO_chr9_97894512_97922500_-_ENSG00000136932.16_ENSG00000136932.16.unspliced,415,352,524,676,2106,protein_coding
TRPC4AP_chr20_35002404_35092807_-_ENSG00000100991.12_ENSG00000100991.12.unspliced,256,474,1718,2308,4181,protein_coding
TSEN2_chr3_12484421_12541549_+_ENSG00000154743.19_ENSG00000154743.19.unspliced,387,370,688,2950,4365,protein_coding
TSPAN14_chr10_80454265_80533124_+_ENSG00000108219.17_ENSG00000108219.17.unspliced,612,159,1946,2512,4546,protein_coding
TSR1_chr17_2322396_2336657_-_ENSG00000167721.11_ENSG00000167721.11.unspliced,226,339,237,345,1857,protein_coding
TTC17_chr11_43358920_43494933_+_ENSG00000052841.16_ENSG00000052841.16.unspliced,338,766,3281,3414,3616,protein_coding
TTC3_chr21_37073226_37203112_+_ENSG00000182670.14_ENSG00000182670.14.unspliced,1482,744,944,4543,6815,protein_coding
TTF2_chr1_117060326_117107453_+_ENSG00000116830.12_ENSG00000116830.12.unspliced,323,100,1359,1680,4055,protein_coding
TTI1_chr20_37983007_38033461_-_ENSG00000101407.13_ENSG00000101407.13.unspliced,387,173,1621,2354,3238,protein_coding
TUT4_chr1_52408282_52553487_-_ENSG00000134744.14_ENSG00000134744.14.unspliced,1063,580,2528,5462,6345,protein_coding
TXNDC5_chr6_7881517_7910788_-_ENSG00000239264.9_ENSG00000239264.9.unspliced,771,378,222,1441,3462,protein_coding
TXNDC9_chr2_99318982_99340702_-_ENSG00000115514.12_ENSG00000115514.12.unspliced,647,348,446,508,1372,protein_coding
U2AF2_chr19_55654146_55674716_+_ENSG00000063244.14_ENSG00000063244.14.unspliced,1163,1360,1540,1786,1997,protein_coding
UBA1_chrX_47190861_47215128_+_ENSG00000130985.17_ENSG00000130985.17.unspliced,172,566,1510,1976,2806,protein_coding
UBA2_chr19_34428352_34471251_+_ENSG00000126261.13_ENSG00000126261.13.unspliced,768,192,723,1345,2256,protein_coding
UBAC1_chr9_135932969_135961373_-_ENSG00000130560.9_ENSG00000130560.9.unspliced,436,142,507,1273,2764,protein_coding
UBE2O_chr17_76389456_76453152_-_ENSG00000175931.13_ENSG00000175931.13.unspliced,666,737,1505,1294,4607,protein_coding
UBE2Z_chr17_48908407_48929056_+_ENSG00000159202.18_ENSG00000159202.18.unspliced,339,465,1020,482,238,protein_coding
UBE3A_chr15_25333728_25439051_-_ENSG00000114062.22_ENSG00000114062.22.unspliced,337,438,1396,5151,6939,protein_coding
UBE3C_chr7_157138926_157269370_+_ENSG00000009335.19_ENSG00000009335.19.unspliced,1126,906,2287,5443,8508,protein_coding
UBN1_chr16_4846665_4882401_+_ENSG00000118900.15_ENSG00000118900.15.unspliced,1077,669,512,372,3694,protein_coding
UBN2_chr7_139230356_139308236_+_ENSG00000157741.15_ENSG00000157741.15.unspliced,629,371,1425,2555,3507,protein_coding
UBQLN1_chr9_83659968_83707958_-_ENSG00000135018.14_ENSG00000135018.14.unspliced,601,136,571,2504,2467,protein_coding
UBR5_chr8_102252273_102412759_-_ENSG00000104517.13_ENSG00000104517.13.unspliced,1110,341,2270,6258,11048,protein_coding
UFL1_chr6_96521595_96555276_+_ENSG00000014123.10_ENSG00000014123.10.unspliced,276,467,207,1587,700,protein_coding
UIMC1_chr5_176905005_177022633_-_ENSG00000087206.17_ENSG00000087206.17.unspliced,615,866,1653,5933,5185,protein_coding
URB1_chr21_32311018_32393012_-_ENSG00000142207.7_ENSG00000142207.7.unspliced,462,256,962,4145,5737,protein_coding
USB1_chr16_57999546_58021618_+_ENSG00000103005.13_ENSG00000103005.13.unspliced,279,256,222,811,547,protein_coding
USP15_chr12_62260338_62417431_+_ENSG00000135655.16_ENSG00000135655.16.unspliced,1103,434,2247,7255,5880,protein_coding
USP19_chr3_49108046_49120938_-_ENSG00000172046.21_ENSG00000172046.21.unspliced,251,386,851,246,764,protein_coding
USP25_chr21_15729982_15880064_+_ENSG00000155313.16_ENSG00000155313.16.unspliced,1361,560,2196,4907,6835,protein_coding
USP33_chr1_77695987_77759852_-_ENSG00000077254.14_ENSG00000077254.14.unspliced,630,187,384,1951,3305,protein_coding
USP34_chr2_61187463_61471087_-_ENSG00000115464.15_ENSG00000115464.15.unspliced,1887,807,3584,12596,7217,protein_coding
USP36_chr17_78787381_78841441_-_ENSG00000055483.20_ENSG00000055483.20.unspliced,634,805,1677,2362,5170,protein_coding
USP3_chr15_63504511_63594640_+_ENSG00000140455.17_ENSG00000140455.17.unspliced,1128,222,1597,2914,6068,protein_coding
USP48_chr1_21678298_21783606_-_ENSG00000090686.16_ENSG00000090686.16.unspliced,1111,503,450,2845,5393,protein_coding
UTP18_chr17_51260546_51297936_+_ENSG00000011260.14_ENSG00000011260.14.unspliced,269,397,211,1672,2177,protein_coding
UXS1_chr2_106093308_106194301_-_ENSG00000115652.15_ENSG00000115652.15.unspliced,949,873,1138,5743,8182,protein_coding
VAPB_chr20_58389229_58451101_+_ENSG00000124164.16_ENSG00000124164.16.unspliced,433,440,953,2014,2980,protein_coding
VIM-AS1_chr10_17214239_17230029_-_ENSG00000229124.9_ENSG00000229124.9.unspliced,127,319,204,522,690,lncRNA
VPS26C_chr21_37223420_37267919_-_ENSG00000157538.14_ENSG00000157538.14.unspliced,966,590,934,2719,1892,protein_coding
VPS36_chr13_52412602_52450634_-_ENSG00000136100.14_ENSG00000136100.14.unspliced,171,296,488,178,2303,protein_coding
VPS37B_chr12_122865330_122896127_-_ENSG00000139722.7_ENSG00000139722.7.unspliced,481,253,457,796,1282,protein_coding
VPS37C_chr11_61130257_61161615_-_ENSG00000167987.11_ENSG00000167987.11.unspliced,719,447,904,1375,2336,protein_coding
VRK1_chr14_96797304_96954846_+_ENSG00000100749.9_ENSG00000100749.9.unspliced,915,425,1943,7885,11210,protein_coding
VRK3_chr19_49976468_50025946_-_ENSG00000105053.11_ENSG00000105053.11.unspliced,140,652,855,745,2352,protein_coding
WAC_chr10_28532493_28623112_+_ENSG00000095787.26_ENSG00000095787.26.unspliced,670,491,765,4170,3432,protein_coding
WAPL_chr10_86435256_86521792_-_ENSG00000062650.20_ENSG00000062650.20.unspliced,959,327,468,1727,3036,protein_coding
WASHC1_chr9_14475_73865_-_ENSG00000181404.18_ENSG00000181404.18.unspliced,168,519,1148,2000,2475,protein_coding
WBP11_chr12_14784582_14803486_-_ENSG00000084463.8_ENSG00000084463.8.unspliced,304,280,563,1007,1108,protein_coding
WDR11_chr10_120851305_120909524_+_ENSG00000120008.16_ENSG00000120008.16.unspliced,292,195,234,1988,4818,protein_coding
WDR1_chr4_10068089_10116972_-_ENSG00000071127.18_ENSG00000071127.18.unspliced,728,744,966,1807,3913,protein_coding
WDR36_chr5_111092321_111130502_+_ENSG00000134987.13_ENSG00000134987.13.unspliced,283,273,520,1359,1083,protein_coding
WDR3_chr1_117929720_117966543_+_ENSG00000065183.16_ENSG00000065183.16.unspliced,479,113,207,1748,1798,protein_coding
